consensus,5,145,20,9
demanding,5,136.6,20,9
principal,4,578.7,44,9
formation,4,602.8,44,9
centuries,4,509.7,39,9
paintings,4,473.3,36,9
classical,4,458,36,9
dismissed,4,405.4,33,9
abandoned,4,350,29,9
universal,4,337.8,28,9
succeeded,4,325.2,28,9
variables,4,248.6,24,9
preferred,4,233.1,23,9
exclusive,4,218.9,23,9
permitted,4,225.1,22,9
installed,4,222,22,9
commented,4,223.4,22,9
isolation,4,181.9,20,9
producers,4,171.5,20,9
suppliers,4,169.6,20,9
concluded,3,456.7,35,9
frequency,3,384.4,31,9
departure,3,320,25,9
creatures,3,272.9,23,9
specified,3,246.1,23,9
uncertain,3,249.2,22,9
sociology,3,262.4,22,9
searching,3,228.4,21,9
prevented,3,213,20,9
requiring,3,207,20,9
suspended,3,214.4,20,9
displayed,2,373.3,27,9
coalition,2,377.6,27,9
purchaser,2,259,20,9
resulting,2,251.9,20,9
whispered,1,492.4,28,9
discourse,1,437.1,25,9
because*,2039,14376.4,715,8
actually,1239,25097.6,147,8
anything,633,3716.7,248,8
probably,585,3222.7,237,8
thousand,516,10998.7,56,8
remember,513,4528,154,8
somebody,409,9932.6,34,8
children,367,261.2,477,8
question,310,172.3,240,8
whatever,289,1663,114,8
together,262,84.3,313,8
tomorrow,234,1831.4,76,8
business,225,643.4,373,8
problems,220,134.8,281,8
happened,195,237.6,132,8
yourself,182,509.7,99,8
thinking,179,771.9,82,8
national,165,1698.6,401,8
although,160,2604.6,468,8
training,156,93.8,198,8
finished,155,680.2,70,8
chairman,151,146.7,107,8
possible,147,1595.4,364,8
Saturday,147,471.1,76,8
services,138,668.6,262,8
interest,133,1000.4,288,8
supposed,133,1004.9,45,8
position,130,568.9,240,8
building,122,125.6,167,8
everyone,118,20.4,135,8
district,118,242.8,70,8
normally,112,109.4,79,8
decision,97,402.2,176,8
hospital,97,254.3,157,8
planning,95,0.1,96,8
straight,95,214.6,55,8
possibly,88,34.7,71,8
Thursday,88,620.8,31,8
officers,87,0.3,89,8
computer,85,277.5,145,8
terrible,85,292.3,42,8
evidence,82,1218.2,230,8
involved,80,31.7,98,8
language,79,914.2,200,8
football,79,23.8,66,8
anywhere,79,331.8,37,8
industry,77,1087.6,212,8
birthday,77,522.1,27,8
slightly,75,24.6,90,8
properly,73,49.8,55,8
pressure,72,249.3,125,8
European,69,1218.3,210,8
speaking,68,36.8,53,8
teachers,67,278.4,121,8
continue,66,304,124,8
personal,65,1051.3,189,8
consider,65,311.3,123,8
contract,64,305,120,8
further*,63,1698.4,234,8
standing,63,16.4,74,8
upstairs,63,487,21,8
practice,62,1041.6,184,8
positive,62,65.8,86,8
watching,62,1.9,66,8
congress,62,11.9,54,8
comments,62,103.5,39,8
recently,60,453.9,130,8
involved,60,250.6,109,8
research,59,2461.7,279,8
specific,58,375,119,8
policies,58,139.9,92,8
increase,57,212.7,100,8
starting,57,21.3,46,8
minister,56,2249.8,258,8
American,55,995.7,169,8
daughter,54,234.4,99,8
argument,54,131.5,86,8
economic,53,2315.7,257,8
meetings,53,0,54,8
previous,52,583.6,131,8
ordinary,52,46.4,70,8
majority,51,333.6,105,8
